top_R,top_G,top_B,bot_R,bot_G,bot_B,delta_e,match
186,184,183,27,29,26,59.03,Good
254,254,254,58,58,58,64.34,Good
252,251,251,254,254,254,0.75,Poor
252,252,251,252,252,252,0.54,Poor
254,253,253,40,49,56,70.69,Good
254,254,253,32,40,46,76.69,Good
254,254,254,238,238,238,3.27,Poor
235,234,230,207,207,201,6.33,Poor
253,253,253,155,153,147,24.85,Poor
21,21,20,155,153,147,46.53,Moderate
238,238,238,94,96,91,43.07,Moderate
228,228,228,229,229,228,0.58,Poor
253,252,251,230,228,228,5.03,Poor
254,254,254,230,228,228,5.42,Poor
209,168,150,123,120,111,23.8,Poor
253,252,252,134,107,86,40.76,Moderate
253,252,253,200,183,162,18.62,Poor
244,244,244,137,181,169,23.74,Poor
253,252,253,228,226,227,5.43,Poor
254,254,254,254,254,254,0.0,Poor
253,254,254,254,253,253,1.02,Poor
234,189,178,254,254,254,19.93,Poor
173,146,149,230,230,228,23.72,Poor
254,254,254,254,254,254,0.0,Poor
254,254,254,254,254,254,0.0,Poor
253,253,253,254,254,253,0.57,Poor
199,200,202,210,159,167,19.67,Poor
252,253,252,170,109,132,40.08,Moderate
42,56,126,105,33,52,27.35,Moderate
56,18,25,254,254,254,84.51,Good
254,254,253,230,230,228,5.03,Poor
229,228,226,254,254,254,5.51,Poor
252,252,253,252,251,250,1.08,Poor
231,229,223,186,83,49,41.65,Moderate
227,227,227,31,31,33,78.15,Good
254,254,254,252,251,251,0.75,Poor
250,251,250,253,253,253,0.94,Poor
251,250,250,254,254,254,0.91,Poor
254,253,253,232,231,227,5.09,Poor
240,240,240,254,254,254,2.85,Poor
254,254,254,254,254,254,0.0,Poor
227,227,227,236,183,175,19.04,Poor
241,240,238,230,229,228,2.39,Poor
245,245,247,211,213,210,7.82,Poor
241,239,237,236,234,233,1.17,Poor
239,239,239,230,229,227,2.38,Poor
244,243,241,253,253,254,2.56,Poor
225,225,224,253,254,253,6.06,Poor
236,235,231,254,254,253,4.19,Poor
219,166,10,254,254,254,33.44,Moderate
235,235,231,250,251,253,4.57,Poor
151,73,51,239,239,239,48.79,Moderate
254,222,233,57,63,89,58.9,Good
218,104,40,253,252,253,40.24,Moderate
254,254,254,251,252,252,0.67,Poor
245,245,247,254,254,254,2.08,Poor
245,245,247,237,237,237,2.01,Poor
242,241,242,254,254,254,2.71,Poor
234,235,239,254,253,253,4.27,Poor
242,241,237,247,246,246,2.38,Poor
241,240,238,234,234,234,1.66,Poor
248,248,248,228,228,228,4.22,Poor
203,181,148,238,238,238,18.87,Poor
254,254,254,228,228,228,5.42,Poor
254,254,254,228,228,228,5.42,Poor
228,228,228,227,227,226,0.6,Poor
254,254,254,228,228,228,5.42,Poor
253,253,254,239,239,239,2.92,Poor
234,236,233,254,254,254,4.35,Poor
103,108,111,254,254,254,40.95,Moderate
254,254,254,254,254,254,0.0,Poor
198,178,146,232,232,232,18.32,Poor
232,235,240,235,235,231,4.62,Poor
238,238,238,254,254,253,3.3,Poor
242,241,241,230,230,230,2.44,Poor
242,243,245,253,253,253,2.3,Poor
247,247,247,254,254,254,1.41,Poor
237,238,243,228,228,228,3.33,Poor
243,243,244,229,229,229,3.04,Poor
232,232,232,228,227,227,1.16,Poor
236,233,227,254,254,254,5.26,Poor
230,229,228,253,253,253,5.01,Poor
230,229,229,247,248,246,4.22,Poor
254,254,254,253,253,249,2.09,Poor
254,253,254,169,187,216,19.5,Poor
254,253,254,229,228,227,5.36,Poor
237,237,237,222,223,221,3.39,Poor
246,246,249,239,234,230,4.51,Poor
251,252,250,230,231,229,4.37,Poor
254,254,254,26,23,27,88.07,Good
254,254,254,146,48,39,57.44,Good
254,254,253,253,252,253,1.35,Poor
237,237,236,159,61,21,50.94,Good
254,254,254,230,229,227,5.29,Poor
254,254,254,228,228,228,5.42,Poor
111,137,140,95,94,64,23.12,Poor
126,84,105,171,192,216,40.61,Moderate
76,74,77,254,253,253,55.29,Good
254,254,254,254,254,254,0.0,Poor
254,254,254,97,80,97,51.77,Good
200,198,198,218,150,160,21.57,Poor
231,229,229,253,253,253,5.01,Poor
238,232,227,253,252,252,5.0,Poor
116,89,71,252,223,96,46.07,Moderate
253,253,251,228,226,227,5.92,Poor
253,253,253,251,251,251,0.4,Poor
253,253,253,254,254,254,0.2,Poor
249,230,205,254,253,253,11.86,Poor
231,203,173,11,109,112,46.29,Moderate
254,254,254,60,97,116,48.89,Moderate
254,254,254,232,130,86,34.25,Moderate
227,227,227,204,93,88,37.3,Moderate
238,238,238,38,47,75,69.61,Good
237,237,237,182,157,167,21.89,Poor
237,237,237,182,157,167,21.89,Poor
254,254,254,226,227,226,5.76,Poor
254,254,254,49,59,109,64.8,Good
251,251,251,243,199,180,18.34,Poor
243,248,248,250,253,252,1.44,Poor
222,213,148,182,219,217,22.87,Poor
254,254,254,244,244,244,2.02,Poor
235,215,212,230,229,227,8.51,Poor
254,254,254,217,213,207,9.28,Poor
1,103,55,73,60,53,30.48,Moderate
254,254,254,228,228,228,5.42,Poor
100,146,126,241,240,236,32.52,Moderate
181,100,127,226,227,227,34.67,Moderate
19,74,86,228,228,228,56.81,Good
252,252,252,254,254,254,0.4,Poor
254,254,254,254,254,254,0.0,Poor
254,254,254,201,65,116,45.5,Moderate
85,40,51,55,17,31,7.8,Poor
254,254,254,234,234,234,4.12,Poor
253,252,253,227,227,227,5.36,Poor
35,35,51,253,253,253,78.79,Good
253,252,252,190,202,176,17.81,Poor
253,254,254,228,228,228,5.4,Poor
88,166,181,254,254,254,30.72,Moderate
235,235,235,229,230,225,3.02,Poor
4,110,55,252,252,252,51.6,Good
251,252,251,254,253,253,1.3,Poor
230,229,229,229,228,228,0.22,Poor
89,52,66,229,228,228,59.77,Good
254,253,254,180,140,139,29.67,Moderate
253,253,253,211,195,185,14.42,Poor
224,166,178,254,254,254,25.51,Moderate
254,254,254,92,23,32,73.72,Good
128,145,17,24,27,40,53.25,Good
254,254,254,228,227,227,5.61,Poor
82,191,206,46,42,59,58.99,Good
45,50,130,75,57,48,29.6,Moderate
245,243,242,254,254,254,2.37,Poor
134,230,212,68,41,91,70.74,Good
243,243,243,233,234,229,3.42,Poor
247,247,247,252,252,253,1.16,Poor
247,247,247,229,229,229,3.79,Poor
148,59,38,254,254,254,54.98,Good
254,253,253,254,254,254,0.53,Poor
253,253,254,254,254,254,0.57,Poor
233,215,107,129,173,138,25.72,Moderate
247,247,247,253,252,251,1.21,Poor
254,252,253,229,228,227,5.25,Poor
253,253,253,254,254,254,0.2,Poor
238,238,238,253,253,253,3.07,Poor
200,21,169,254,254,254,49.09,Moderate
253,253,253,151,179,216,23.03,Poor
250,250,249,253,253,253,0.82,Poor
25,63,46,74,113,74,17.72,Poor
61,25,33,254,254,254,80.16,Good
247,190,133,254,254,254,24.26,Poor
254,254,254,254,254,254,0.0,Poor
104,149,73,185,83,49,47.57,Moderate
253,253,253,24,40,62,77.01,Good
36,73,130,253,253,253,59.38,Good
201,143,104,254,254,254,31.56,Moderate
192,175,158,130,86,81,31.89,Moderate
150,54,159,66,27,34,28.77,Moderate
237,237,237,253,250,250,3.18,Poor
231,230,230,254,254,254,4.96,Poor
230,231,229,254,254,254,5.01,Poor
238,239,237,237,237,237,1.34,Poor
254,254,254,253,253,253,0.2,Poor
254,254,254,23,58,55,69.09,Good
254,254,254,177,104,113,40.61,Moderate
254,254,254,253,253,253,0.2,Poor
254,254,254,252,253,253,0.56,Poor
253,253,253,30,30,42,82.6,Good
185,111,75,254,254,254,39.58,Moderate
239,233,229,254,253,253,4.81,Poor
254,254,254,223,197,201,15.71,Poor
4,65,59,253,253,254,67.1,Good
254,254,254,58,80,122,55.34,Good
254,254,254,254,254,254,0.0,Poor
254,254,253,220,220,219,7.2,Poor
147,108,81,147,37,79,28.42,Moderate
70,36,84,254,253,254,72.08,Good
240,232,229,237,237,237,3.8,Poor
238,238,238,253,253,251,3.22,Poor
172,54,115,230,229,227,47.28,Moderate
162,165,173,230,229,227,17.01,Poor
240,232,229,254,254,254,5.63,Poor
240,232,229,50,26,28,79.07,Good
239,234,228,253,253,253,5.06,Poor
240,232,229,174,170,108,25.69,Moderate
200,199,197,179,194,137,18.86,Poor
200,199,197,90,58,44,52.58,Good
200,199,199,231,229,228,7.05,Poor
238,233,229,230,228,226,1.93,Poor
233,216,200,210,85,96,35.69,Moderate
72,43,35,227,227,227,66.63,Good
240,240,241,44,58,31,66.67,Good
251,251,251,151,121,140,35.38,Moderate
200,199,199,86,38,49,60.81,Good
230,231,229,49,74,102,54.69,Good
238,240,237,253,252,252,3.6,Poor
199,198,199,232,232,232,7.87,Poor
254,254,254,230,229,227,5.29,Poor
232,232,229,251,251,250,4.12,Poor
135,95,46,231,230,228,42.79,Moderate
254,254,254,230,230,228,5.13,Poor
250,182,204,230,229,228,22.07,Poor
189,188,186,230,230,230,10.06,Poor
223,224,223,229,229,227,1.3,Poor
241,144,183,240,234,230,28.06,Moderate
223,223,223,239,233,229,3.92,Poor
240,241,239,252,253,252,2.52,Poor
192,191,189,240,232,229,10.5,Poor
235,236,235,230,229,228,1.75,Poor
244,244,244,248,248,248,0.82,Poor
199,200,195,200,199,199,3.13,Poor
240,233,230,254,253,253,4.85,Poor
240,240,240,254,254,254,2.85,Poor
227,227,227,200,199,197,6.63,Poor
244,243,241,240,234,230,2.91,Poor
244,243,241,254,254,253,2.29,Poor
239,239,239,178,197,221,14.8,Poor
254,254,254,252,252,252,0.4,Poor
254,254,253,236,235,231,4.19,Poor
254,254,254,222,205,191,13.17,Poor
230,229,229,229,231,228,2.49,Poor
253,252,252,226,227,225,5.62,Poor
219,217,213,239,241,239,5.48,Poor
229,231,225,254,254,254,6.03,Poor
147,105,79,120,136,117,26.77,Moderate
254,254,254,189,138,140,31.13,Moderate
238,232,229,253,253,253,5.05,Poor
124,46,28,254,254,254,61.8,Good
235,234,232,254,253,253,4.09,Poor
231,230,229,254,253,253,4.83,Poor
230,229,228,235,235,232,1.78,Poor
230,230,228,227,227,227,1.25,Poor
253,252,253,239,240,238,3.35,Poor
254,254,253,226,227,225,5.76,Poor
220,197,190,231,230,230,11.26,Poor
244,228,144,253,253,253,22.66,Poor
143,124,108,254,253,253,34.62,Moderate
235,236,239,251,249,248,3.56,Poor
227,30,37,254,254,254,47.59,Moderate
222,81,29,94,16,37,35.61,Moderate
186,137,99,23,42,74,49.75,Moderate
254,254,254,231,230,228,5.08,Poor
253,253,252,245,247,245,1.79,Poor
248,248,248,200,199,197,11.01,Poor
228,228,228,231,230,229,0.79,Poor
229,225,219,254,254,254,6.78,Poor
1,128,90,200,204,206,37.1,Moderate
254,254,254,240,233,230,5.24,Poor
57,182,233,230,230,228,26.97,Moderate
232,202,210,245,247,245,16.94,Poor
249,211,70,230,229,228,27.19,Moderate
254,254,254,141,113,91,39.07,Moderate
254,254,254,183,72,49,47.93,Moderate
254,254,254,220,220,219,7.24,Poor
222,214,195,231,231,231,9.2,Poor
123,127,137,231,231,231,29.42,Moderate
254,254,254,231,231,231,4.76,Poor
254,254,254,253,253,253,0.2,Poor
35,53,87,254,254,254,68.91,Good
254,254,254,254,254,254,0.0,Poor
21,151,48,254,254,254,42.15,Moderate
182,184,181,74,111,186,33.86,Moderate
254,254,254,244,136,113,32.23,Moderate
254,254,254,74,111,186,44.78,Moderate
254,254,254,50,81,118,55.42,Good
253,253,253,148,40,52,58.04,Good
254,254,254,97,63,76,58.6,Good
254,254,254,252,252,253,0.66,Poor
239,239,239,254,254,254,3.06,Poor
234,202,209,50,50,56,63.11,Good
59,44,33,252,252,253,71.51,Good
211,188,165,252,251,252,18.04,Poor
178,205,224,254,254,254,15.96,Poor
205,203,201,253,253,254,11.06,Poor
7,68,87,99,110,87,26.65,Moderate
204,164,162,254,254,254,24.06,Poor
206,178,142,254,254,254,22.45,Poor
252,118,76,121,142,157,37.94,Moderate
218,218,218,121,100,74,37.86,Moderate
220,223,228,200,195,179,12.22,Poor
228,228,227,237,190,169,17.95,Poor
21,57,139,246,243,244,64.72,Good
254,253,254,52,51,47,68.55,Good
240,91,74,221,204,193,30.14,Moderate
189,235,218,151,170,133,18.57,Poor
239,177,21,101,100,106,43.7,Moderate
179,45,57,254,254,254,52.29,Good
63,80,161,70,70,80,19.86,Poor
249,244,241,253,253,253,3.0,Poor
209,193,235,254,254,254,20.71,Poor
81,83,89,242,241,240,49.27,Moderate
240,240,240,254,254,254,2.85,Poor
118,127,159,20,20,20,38.87,Moderate
107,61,125,252,254,249,59.78,Good
238,200,167,253,253,252,18.79,Poor
197,16,27,247,247,247,51.75,Good
197,16,27,247,247,247,51.75,Good
95,124,159,254,254,254,38.29,Moderate
253,253,253,63,67,45,61.46,Good
254,254,253,254,254,254,0.54,Poor
246,243,243,254,254,254,2.57,Poor
246,244,247,254,254,254,2.79,Poor
253,254,253,244,245,247,2.39,Poor
23,51,44,254,254,254,72.94,Good
254,254,254,254,254,254,0.0,Poor
254,254,254,254,254,254,0.0,Poor
241,241,241,254,254,254,2.64,Poor
27,148,95,228,228,228,36.79,Moderate
120,129,105,247,242,236,33.73,Moderate
32,30,31,247,242,236,81.51,Good
254,254,254,254,254,254,0.0,Poor
133,20,36,254,254,254,64.37,Good
217,22,40,253,254,254,49.53,Moderate
254,254,254,237,236,232,4.23,Poor
246,246,248,45,62,87,62.43,Good
245,246,248,65,65,65,59.17,Good
232,232,232,252,252,252,4.15,Poor
242,243,248,254,254,254,3.33,Poor
208,39,111,232,232,232,44.28,Moderate
208,39,111,254,254,254,47.65,Moderate
254,254,254,254,254,254,0.0,Poor
254,254,254,104,130,102,38.37,Moderate
254,254,253,248,242,236,3.97,Poor
252,253,252,254,254,254,0.86,Poor
253,254,254,253,254,254,0.0,Poor
253,254,251,227,227,228,6.0,Poor
253,254,254,254,254,253,0.63,Poor
254,254,254,110,40,39,65.46,Good
254,254,254,253,254,254,0.5,Poor
244,131,22,230,230,225,33.25,Moderate
191,156,201,40,40,38,52.77,Good
157,217,195,52,50,45,63.97,Good
254,254,254,31,37,51,78.29,Good
254,253,253,130,14,28,65.66,Good
128,9,20,254,254,252,67.16,Good
176,198,229,110,68,50,51.22,Good
252,253,254,254,254,254,0.67,Poor
34,57,157,254,254,253,64.98,Good
249,248,249,51,2,18,91.16,Good
253,254,254,237,188,203,21.16,Poor
168,186,221,254,254,254,20.78,Poor
250,252,252,43,49,25,72.22,Good
29,30,53,124,12,32,29.12,Moderate
254,254,254,254,254,254,0.0,Poor
246,245,247,189,165,142,22.43,Poor
231,229,230,173,147,188,25.59,Moderate
254,254,254,145,64,126,52.37,Good
19,76,93,243,183,72,61.74,Good
202,135,130,170,174,136,31.04,Moderate
254,254,252,253,253,253,1.07,Poor
177,142,193,249,251,252,30.19,Moderate
253,253,253,245,245,245,1.62,Poor
177,142,193,254,254,254,31.91,Moderate
172,158,138,156,99,70,22.42,Poor
254,254,254,235,235,239,4.38,Poor
254,253,253,246,247,244,2.49,Poor
251,250,250,254,253,254,0.81,Poor
229,229,229,63,49,48,64.58,Good
228,228,227,15,112,70,46.21,Moderate
230,230,230,254,254,254,4.98,Poor
254,254,254,163,200,99,28.96,Moderate
254,254,254,228,228,228,5.42,Poor
254,254,254,44,69,115,60.8,Good
241,241,241,238,238,237,0.84,Poor
240,239,238,236,235,231,1.81,Poor
254,254,254,228,224,220,6.65,Poor
254,254,254,254,254,254,0.0,Poor
254,254,254,141,72,38,52.87,Good
254,254,252,242,242,242,2.63,Poor
252,253,253,32,31,34,81.93,Good
252,253,253,234,234,234,3.91,Poor
254,254,254,254,254,254,0.0,Poor
254,253,253,250,250,250,0.82,Poor
254,254,254,241,241,241,2.64,Poor
254,254,254,239,241,243,2.97,Poor
254,254,253,236,236,238,3.99,Poor
67,29,85,226,227,229,71.12,Good
12,14,29,246,246,247,92.8,Good
253,253,253,247,247,247,1.21,Poor
253,254,254,254,254,254,0.5,Poor
185,189,188,231,226,214,10.93,Poor
254,254,254,254,254,254,0.0,Poor
139,76,116,247,247,247,49.31,Moderate
91,90,90,31,37,55,20.2,Poor
241,242,242,246,246,246,1.0,Poor
183,17,18,254,254,254,55.26,Good
254,254,254,227,227,227,5.64,Poor
226,219,206,227,227,227,6.44,Poor
254,254,254,254,254,254,0.0,Poor
254,254,253,254,254,254,0.54,Poor
254,254,253,229,230,225,5.56,Poor
140,65,29,177,177,177,41.17,Moderate
113,46,60,251,253,253,61.52,Good
156,9,8,253,254,254,61.17,Good
254,254,254,254,254,254,0.0,Poor
17,17,17,254,254,254,93.06,Good
48,67,129,252,252,252,61.0,Good
229,229,232,254,254,254,5.4,Poor
42,51,118,253,254,254,68.18,Good
254,254,254,225,6,41,48.66,Moderate
254,254,253,252,252,252,0.66,Poor
254,254,254,73,82,57,55.0,Good
84,40,81,228,228,228,65.0,Good
93,38,45,211,65,116,26.15,Moderate
202,211,189,231,190,221,33.31,Moderate
202,211,189,179,33,35,52.88,Good
215,161,184,159,61,21,39.82,Moderate
18,175,212,253,253,253,31.18,Moderate
143,148,160,254,254,254,27.12,Moderate
254,254,254,254,254,254,0.0,Poor
39,93,75,243,241,237,52.49,Good
231,231,231,254,254,253,4.78,Poor
231,231,231,254,254,253,4.78,Poor
254,254,254,36,38,45,77.19,Good
254,254,254,254,254,253,0.54,Poor
238,46,126,254,253,253,43.04,Moderate
247,247,247,234,235,234,2.69,Poor
146,167,187,254,254,254,23.78,Poor
128,30,44,119,125,6,50.23,Good
226,226,226,239,238,236,2.81,Poor
253,253,253,254,254,253,0.57,Poor
116,127,133,241,240,236,32.1,Moderate
89,147,189,17,99,57,39.88,Moderate
251,251,252,89,195,73,33.89,Moderate
254,254,254,249,249,249,1.0,Poor
254,254,253,28,53,19,73.31,Good
254,254,253,254,254,254,0.54,Poor
253,252,251,247,247,247,1.21,Poor
78,22,38,73,71,75,21.67,Poor
224,122,186,133,69,40,40.44,Moderate
242,242,242,189,31,52,50.58,Good
62,84,60,227,227,226,51.07,Good
62,84,60,193,154,94,39.49,Moderate
25,25,26,254,253,253,86.99,Good
254,254,254,106,70,136,55.14,Good
232,196,107,228,228,228,24.21,Poor
231,183,175,254,254,254,21.25,Poor
33,35,35,154,83,23,33.71,Moderate
212,54,109,42,127,164,52.77,Good
170,184,166,253,253,253,20.11,Poor
228,223,161,239,239,239,19.33,Poor
220,219,217,231,128,35,31.95,Moderate
254,253,253,241,241,241,2.53,Poor
193,133,68,234,235,232,32.75,Moderate
247,247,247,254,254,254,1.41,Poor
253,254,252,243,242,241,2.65,Poor
95,102,120,186,91,73,29.88,Moderate
254,252,253,248,250,253,2.07,Poor
252,254,254,251,253,252,0.57,Poor
252,252,252,254,254,254,0.4,Poor
252,252,252,233,233,233,3.94,Poor
254,254,254,227,227,227,5.64,Poor
2,85,91,247,247,247,56.38,Good
189,180,168,246,246,246,16.46,Poor
253,253,253,230,230,230,4.78,Poor
254,254,254,254,253,253,0.53,Poor
34,28,119,239,68,131,42.89,Moderate
254,254,254,86,113,138,41.63,Moderate
57,56,60,254,254,253,65.29,Good
224,187,102,254,254,254,26.96,Moderate
254,254,254,254,254,254,0.0,Poor
249,249,249,69,77,98,54.32,Good
49,55,77,116,101,76,28.81,Moderate
223,205,219,150,181,205,22.66,Poor
203,191,165,62,43,26,58.46,Good
120,101,86,62,43,26,19.76,Poor
165,182,188,248,248,248,17.68,Poor
233,233,233,252,253,253,4.12,Poor
241,241,244,249,186,22,31.97,Moderate
253,252,252,72,90,32,54.9,Good
21,27,53,165,215,189,74.35,Good
96,36,142,220,37,91,32.32,Moderate
86,85,66,221,219,98,47.19,Moderate
230,130,106,253,253,253,33.5,Moderate
97,108,152,29,68,57,31.03,Moderate
1,83,73,232,231,231,56.28,Good
126,121,127,182,184,182,20.58,Poor
6,100,86,234,234,234,50.03,Good
254,254,253,234,234,234,4.14,Poor
254,254,253,238,238,238,3.3,Poor
254,254,254,240,242,239,3.29,Poor
254,254,254,231,231,230,4.81,Poor
254,254,254,119,168,160,28.56,Moderate
254,254,254,166,117,89,38.02,Moderate
243,243,243,253,253,253,2.03,Poor
254,254,254,207,31,96,48.71,Moderate
236,238,243,197,197,196,9.91,Poor
227,227,230,154,132,160,27.75,Moderate
31,32,34,240,233,229,79.25,Good
254,252,253,27,41,59,76.17,Good
245,246,241,248,175,70,28.8,Moderate
122,39,96,236,236,235,59.41,Good
37,54,40,240,240,240,68.34,Good
253,253,253,254,254,254,0.2,Poor
140,140,138,253,253,253,28.85,Moderate
254,254,253,254,254,254,0.54,Poor
179,152,132,238,234,230,22.31,Poor
81,15,24,219,189,199,63.49,Good
17,75,76,90,70,130,27.35,Moderate
72,120,177,254,254,253,42.07,Moderate
253,253,252,253,254,254,0.65,Poor
253,253,253,253,254,254,0.53,Poor
254,254,254,229,229,228,5.24,Poor
254,253,252,254,253,253,0.54,Poor
206,239,2,254,254,254,30.74,Moderate
240,240,240,182,184,182,13.45,Poor
229,229,229,239,240,239,2.44,Poor
254,254,254,230,230,228,5.13,Poor
254,254,254,229,229,228,5.24,Poor
203,16,36,218,218,218,46.02,Moderate
37,165,96,175,1,35,73.2,Good
3,46,63,254,254,253,75.4,Good
70,41,106,254,254,253,69.86,Good
254,254,254,254,254,254,0.0,Poor
246,246,248,183,91,71,42.79,Moderate
254,254,254,254,254,254,0.0,Poor
254,254,254,253,254,254,0.5,Poor
254,254,254,234,234,234,4.12,Poor
254,254,254,224,223,217,7.23,Poor
254,254,253,72,73,72,56.35,Good
244,244,244,253,252,253,1.87,Poor
167,245,87,254,254,252,28.99,Moderate
253,253,252,194,108,90,39.3,Moderate
236,72,147,104,102,111,29.14,Moderate
63,215,179,120,136,117,25.62,Moderate
229,231,248,253,254,253,9.45,Poor
240,234,228,254,254,254,5.33,Poor
211,215,227,253,253,254,9.65,Poor
216,169,101,235,235,232,25.38,Moderate
134,165,228,235,235,232,28.04,Moderate
240,234,222,253,253,253,6.86,Poor
239,234,228,228,228,228,3.65,Poor
254,253,252,254,253,252,0.0,Poor
254,254,254,183,178,175,17.58,Poor
254,254,254,8,56,36,72.6,Good
254,254,254,254,254,254,0.0,Poor
254,254,254,38,35,40,78.69,Good
254,254,254,231,229,229,5.21,Poor
195,221,212,254,254,253,13.98,Poor
130,130,140,67,25,35,36.7,Moderate
4,108,138,23,27,52,31.45,Moderate
143,215,215,23,27,52,72.65,Good
254,254,254,245,244,242,2.26,Poor
237,236,241,141,113,91,36.5,Moderate
254,254,254,254,254,254,0.0,Poor
160,186,199,254,254,253,19.53,Poor
253,253,253,81,67,46,59.22,Good
18,58,71,224,220,213,63.97,Good
231,231,231,192,176,157,16.09,Poor
254,254,254,138,114,94,38.6,Moderate
254,254,254,78,66,73,58.72,Good
254,254,254,7,5,5,98.06,Good
229,229,229,211,209,207,4.67,Poor
220,221,226,211,209,208,4.16,Poor
228,174,189,211,209,208,18.94,Poor
254,254,253,210,209,208,9.71,Poor
253,253,252,231,227,228,5.79,Poor
202,182,155,45,60,88,56.08,Good
126,117,113,47,63,90,25.85,Moderate
7,130,84,49,63,88,36.28,Moderate
254,254,254,200,146,98,31.41,Moderate
253,254,253,201,146,98,31.63,Moderate
246,246,246,199,143,99,30.69,Moderate
246,246,246,233,229,229,3.94,Poor
150,239,215,220,214,210,24.94,Poor
27,32,52,63,43,48,14.08,Poor
210,39,43,204,211,218,45.01,Moderate
158,138,116,77,24,39,41.3,Moderate
229,229,229,210,194,179,11.48,Poor
253,253,252,206,190,176,15.84,Poor
37,37,69,213,199,185,68.09,Good
243,243,243,237,236,234,1.8,Poor
198,38,103,244,244,246,47.71,Moderate
243,243,243,254,254,253,2.28,Poor
254,254,254,240,232,229,5.63,Poor
254,254,254,240,232,229,5.63,Poor
254,254,252,240,232,229,5.66,Poor
254,254,254,239,233,229,5.15,Poor
254,254,254,29,30,40,82.9,Good
240,234,230,252,252,252,4.67,Poor
240,239,239,252,252,252,2.67,Poor
76,39,58,42,90,94,38.45,Moderate
3,79,59,238,238,238,59.49,Good
3,79,59,253,253,253,61.78,Good
232,202,210,236,235,231,15.1,Poor
97,14,57,229,228,228,69.72,Good
250,244,242,247,247,247,2.83,Poor
249,244,242,231,230,230,3.66,Poor
245,245,245,228,228,229,3.63,Poor
245,245,245,245,245,243,1.07,Poor
245,245,245,254,254,254,1.81,Poor
254,254,254,253,253,253,0.2,Poor
253,253,253,29,29,29,83.81,Good
254,254,254,236,235,231,4.41,Poor
251,250,251,235,235,231,4.31,Poor
251,251,251,235,235,231,3.97,Poor
254,254,254,235,235,231,4.49,Poor
254,254,254,220,207,199,11.53,Poor
254,254,254,220,208,201,11.1,Poor
254,254,254,221,206,199,11.93,Poor
254,254,254,185,177,174,17.9,Poor
233,234,234,192,188,184,11.06,Poor
242,242,242,192,188,185,12.58,Poor
239,239,238,67,53,47,63.84,Good
32,38,55,243,245,242,76.62,Good
76,26,45,139,83,53,26.69,Moderate
84,103,123,174,134,132,29.75,Moderate
254,254,254,153,143,135,28.04,Moderate
253,252,252,190,159,151,23.96,Poor
16,16,16,183,171,158,56.66,Good
148,52,63,132,142,135,39.1,Moderate
52,68,109,156,129,97,39.65,Moderate
254,254,254,208,182,169,18.81,Poor
154,187,186,114,110,113,28.51,Moderate
214,214,214,246,246,246,6.97,Poor
214,214,214,246,246,246,6.97,Poor
4,76,172,246,246,246,57.11,Good
254,254,254,246,246,246,1.61,Poor
190,44,57,201,200,212,43.06,Moderate
253,254,254,202,201,214,13.16,Poor
241,237,238,198,196,208,10.69,Poor
238,233,229,254,253,253,4.69,Poor
233,234,238,80,77,77,50.56,Good
120,202,168,80,78,78,47.16,Moderate
